name,price,year,mileage,engine,date_listed,day_listed,month_listed,year_listed,days_since_listed,link
 ,£12794,2022,10499,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955430?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£36093,2024,1209,,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955428?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£35094,2024,2559,2.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955417?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£10995,2016,79800,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955401?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£43093,2024,1293,,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955399?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£15549,2022,16306,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955396?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£17899,2022,23754,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955394?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£19294,2022,21323,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955392?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£17644,2022,12486,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955391?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£17094,2022,14184,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955390?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£15094,2023,18072,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955387?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£19844,2019,23710,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955386?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£24094,2023,13171,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955385?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5199,2016,65000,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955383?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6350,2012,33000,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955375?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3995,2010,10000,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955370?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£15094,2021,20961,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955366?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6710,2017,76488,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955361?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£975,2004,96099,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955359?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£19094,2022,8582,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955357?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7875,2015,58800,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955354?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£16699,2021,67909,2.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955353?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2989,2014,113000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955352?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£20094,2019,30177,2.3,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955350?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£19349,2022,17578,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955348?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£25594,2021,18609,,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955346?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£8750,2024,30300,1.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955342?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4195,2015,107349,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955322?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2495,2012,135000,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955316?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3250,2012,82000,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955304?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3790,2015,73400,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955303?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£21594,2020,13736,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955302?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£21000,2016,44000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955299?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£17994,2022,9934,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955298?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£40950,2019,40053,2.9,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955295?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£15394,2019,44587,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955291?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11449,2019,23630,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955290?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5995,2013,75198,2.1,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955235?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£13594,2020,84401,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955087?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£28950,2015,61000,5.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955084?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£18894,2019,52509,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955079?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1795,2011,102478,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955072?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£14994,2022,32586,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955070?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4995,2016,74000,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955061?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£15844,1915,48647,2.1,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955058?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£14924,2018,44317,1.3,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955056?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£12094,2018,17152,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955055?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7490,2019,38000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955053?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£14594,2018,42113,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955041?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3199,2011,99600,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292955009?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6250,2006,116543,3.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954878?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7995,2017,88000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954871?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1495,2007,97500,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954870?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£10920,2015,57000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954869?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5995,2019,37000,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954863?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£21490,2020,44400,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954861?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11750,2019,93000,1.3,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954859?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£8990,2016,84000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954856?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£22000,2018,44200,2.1,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954827?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3295,2011,81965,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954821?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£2495,2010,89000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954814?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£21990,2021,112477,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954813?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1645,2012,113000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954811?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£3499,2012,104204,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954804?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1975,2011,79800,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954802?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5499,2007,52000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954795?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£21010,2022,16400,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954794?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£16980,2020,45000,1.8,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954793?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5795,2021,29000,,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954790?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11999,2016,74534,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954778?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£19699,2021,34081,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954777?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£17995,2019,86700,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954775?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£16450,2016,44500,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954772?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6450,2014,110319,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954766?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7900,2014,129000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954765?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£8795,2019,51000,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954764?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4650,2014,128402,2.1,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954763?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1995,2004,128000,3.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954750?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5995,2014,96954,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954739?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6495,2018,39028,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954727?sort=most-recent&twcs=true&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11990,2016,93000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954724?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£5850,2013,152000,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954723?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11995,2015,83500,3.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954705?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6495,2018,89000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954704?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11000,2018,77000,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954702?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£15694,2022,26480,1.3,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954701?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6995,2020,44000,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954697?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1695,2012,103000,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954693?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1495,2007,100977,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954692?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£6495,2014,68068,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954689?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£17094,2021,21105,1.3,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954687?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£14844,2021,34721,1.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954686?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£13694,2017,39000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954680?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£9895,1996,115514,2.3,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954678?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£25600,2022,19300,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954677?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£4995,2008,100000,2.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954676?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£1998,2012,98000,1.2,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954673?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7395,2014,69350,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954648?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£17500,2022,34600,1.5,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954647?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7495,2008,70000,1.6,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954641?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£11094,2015,65066,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954635?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£29995,2020,15000,2.0,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954634?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
 ,£7990,2013,59000,1.4,29/05/2025,29,5,2025,1,https://www.autotrader.co.uk/car-details/202505292954632?sort=most-recent&searchId=3090e99f-62e0-4cc1-b3de-9e237aef0765&advertising-location=at_cars&make=&model=&page=18&postcode=BB7%203BB&fromsra
